1024	0.115328	0.041920
2048	0.115232	0.033632
4096	0.175680	0.038240
8192	0.241824	0.033632
16384	0.400864	0.023296
32768	0.669856	0.027584
65536	1.265024	0.022560
131072	2.879616	0.039040
262144	4.164160	0.069536
524288	8.078752	0.131072
1048576	15.878784	0.252736
