1024	116.512001	42.624001
2048	110.720001	34.208000
4096	178.624008	38.720001
8192	266.496002	35.296001
16384	451.519989	20.223999
32768	706.687988	11.488000
65536	1604.255981	18.591999
131072	2393.120117	28.991999
262144	3584.895996	52.191998
524288	7584.288086	92.832001
1048576	15236.736328	179.263992
